course_id,course_unit_id,course_unit_year,ects,student_count
10861,559728,2,6.0,10
10861,559727,2,6.0,28
10861,559726,2,6.0,39
10861,559725,2,48.0,41
10861,559664,1,6.0,22
10861,559663,1,6.0,23
10861,559662,1,6.0,46
10861,559661,1,6.0,49
10861,559660,1,6.0,46
10861,559659,1,6.0,44
10861,559658,1,6.0,45
10861,559657,1,6.0,51
10861,559656,1,6.0,50
10861,559655,1,6.0,49
10861,559654,1,6.0,46
